Id,SalePrice
1739,285663
1740,164100
1741,157353
1742,165703
1743,177521
1744,310421
1745,236492
1746,261701
1747,214862
1748,193879
1749,150348
1750,156977
1751,236068
1752,128243
1753,149297
1754,229908
1755,171331
1756,126220
1757,120634
1758,145261
1759,165592
1760,143489
1761,147541
1762,174455
1763,166278
1764,118504
1765,185113
1766,187599
1767,199413
1768,141497
1769,189916
1770,137351
1771,139416
1772,137053
1773,136415
1774,162272
1775,137473
1776,138271
1777,127613
1778,127457
1779,135351
1780,172664
1781,138324
1782,107857
1783,123831
1784,92904
1785,134442
1786,176228
1787,188100
1788,81698
1789,116086
1790,94420
1791,206141
1792,153069
1793,150168
1794,142986
1795,143450
1796,134410
1797,141045
1798,124403
1799,122816
1800,132615
1801,132179
1802,161645
1803,167336
1804,138306
1805,134924
1806,111041
1807,187335
1808,117704
1809,129554
1810,152426
1811,135248
1812,132837
1813,118617
1814,110882
1815,88561
1816,102222
1817,149558
1818,173643
1819,113767
1820,90312
1821,130847
1822,168190
1823,88087
1824,139283
1825,120966
1826,107108
1827,116051
1828,131765
1829,137702
1830,172243
1831,187519
1832,152635
1833,160406
1834,126281
1835,193868
1836,135749
1837,116857
1838,142232
1839,83689
1840,140794
1841,144448
1842,97183
1843,138428
1844,134550
1845,148272
1846,154933
1847,186758
1848,84466
1849,145181
1850,135497
1851,148044
1852,132524
1853,126468
1854,158471
1855,150750
1856,209936
1857,177881
1858,167689
1859,147616
1860,142634
1861,146066
1862,285211
1863,284436
1864,284436
1865,302431
1866,309565
1867,246447
1868,315798
1869,197399
1870,238358
1871,244048
1872,169973
1873,234513
1874,136362
1875,228588
1876,181606
1877,218018
1878,220067
1879,134479
1880,136478
1881,244279
1882,274913
1883,202239
1884,223990
1885,268243
1886,317602
1887,201063
1888,279753
1889,160532
1890,137799
1891,139282
1892,113736
1893,149046
1894,139452
1895,151130
1896,124866
1897,123120
1898,101816
1899,143022
1900,130231
1901,166743
1902,150794
1903,240254
1904,141275
1905,179172
1906,148241
1907,202793
1908,105922
1909,128442
1910,115563
1911,188619
1912,268630
1913,157691
1914,80316
1915,323438
1916,94894
1917,283523
1918,135026
1919,159144
1920,147866
1921,412437
1922,296388
1923,194134
1924,238372
1925,222384
1926,382904
1927,134542
1928,160093
1929,128046
1930,124721
1931,135059
1932,120018
1933,162135
1934,177271
1935,169817
1936,179822
1937,179565
1938,152128
1939,252337
1940,217527
1941,172211
1942,189467
1943,202119
1944,312494
1945,375397
1946,180780
1947,290175
1948,188871
1949,234382
1950,190830
1951,301815
1952,248742
1953,170865
1954,201749
1955,122677
1956,324932
1957,166843
1958,322090
1959,150607
1960,115728
1961,120256
1962,96751
1963,102766
1964,116216
1965,158889
1966,156895
1967,260622
1968,406873
1969,378345
1970,395742
1971,401441
1972,346949
1973,287447
1974,321969
1975,474678
1976,255633
1977,365901
1978,362841
1979,321520
1980,200163
1981,322078
1982,241339
1983,235096
1984,170242
1985,210268
1986,218541
1987,168027
1988,172029
1989,179733
1990,213541
1991,195800
1992,205850
1993,172097
1994,259990
1995,179303
1996,268253
1997,313101
1998,365875
1999,245322
2000,304170
2001,250252
2002,236417
2003,260428
2004,256277
2005,234027
2006,236393
2007,253820
2008,181007
2009,176347
2010,185581
2011,146665
2012,169427
2013,175499
2014,174771
2015,190711
2016,180505
2017,192604
2018,119372
2019,131796
2020,130274
2021,119881
2022,181713
2023,150467
2024,211660
2025,365582
2026,177733
2027,129136
2028,169822
2029,165661
2030,269355
2031,245581
2032,254107
2033,257772
2034,159844
2035,212605
2036,186355
2037,192308
2038,315792
2039,212628
2040,395196
2041,280687
2042,186161
2043,180843
2044,168972
2045,238877
2046,148427
2047,160855
2048,124425
2049,138320
2050,185008
2051,110016
2052,139915
2053,141829
2054,88947
2055,160924
2056,134688
2057,130206
2058,203566
2059,142352
2060,158826
2061,179249
2062,140911
2063,114447
2064,147215
2065,141743
2066,188984
2067,131078
2068,162752
2069,101099
2070,115259
2071,96267
2072,147496
2073,138301
2074,182223
2075,144273
2076,125669
2077,140186
2078,131256
2079,135546
2080,116563
2081,128785
2082,144539
2083,148496
2084,114386
2085,138817
2086,137193
2087,119444
2088,114887
2089,103331
2090,136619
2091,132207
2092,146870
2093,150142
2094,140665
2095,178294
2096,89852
2097,94597
2098,155008
2099,84003
2100,135926
2101,149521
2102,145547
2103,101644
2104,169828
2105,124603
2106,101781
2107,265156
2108,121576
2109,128135
2110,133734
2111,150140
2112,136115
2113,121265
2114,102910
2115,153382
2116,117109
2117,146419
2118,120752
2119,114462
2120,107156
2121,114902
2122,99712
2123,91350
2124,220559
2125,150326
2126,170990
2127,169713
2128,131520
2129,114960
2130,151886
2131,171045
2132,125191
2133,125577
2134,124163
2135,106988
2136,104085
2137,127419
2138,144589
2139,149344
2140,133800
2141,133327
2142,134957
2143,140188
2144,143383
2145,132013
2146,165683
2147,169650
2148,120162
2149,139549
2150,233143
2151,120804
2152,178657
2153,157456
2154,121697
2155,116383
2156,243906
2157,226584
2158,239933
2159,202088
2160,156959
2161,254334
2162,471341
2163,323590
2164,247661
2165,168306
2166,142163
2167,209842
2168,197030
2169,194799
2170,223596
2171,149073
2172,138053
2173,160810
2174,250685
2175,293302
2176,335032
2177,258600
2178,226957
2179,143167
2180,204433
2181,197397
2182,235396
2183,201626
2184,140894
2185,131301
2186,147652
2187,146414
2188,156517
2189,190602
2190,126285
2191,126294
2192,115321
2193,86381
2194,96805
2195,123442
2196,129649
2197,108664
2198,169991
2199,169885
2200,121923
2201,120211
2202,183481
2203,170357
2204,167835
2205,116011
2206,139600
2207,235963
2208,215136
2209,200338
2210,112673
2211,109003
2212,112672
2213,100954
2214,130782
2215,101009
2216,165122
2217,96525
2218,104152
2219,85630
2220,81562
2221,318012
2222,223689
2223,248263
2224,222193
2225,160375
2226,168350
2227,188892
2228,257287
2229,246587
2230,150796
2231,204248
2232,173979
2233,174756
2234,234465
2235,181570
2236,291395
2237,362074
2238,208119
2239,131497
2240,166780
2241,143961
2242,137286
2243,120867
2244,92862
2245,92404
2246,147544
2247,97804
2248,122603
2249,125537
2250,143016
2251,164163
2252,191343
2253,144784
2254,172061
2255,179423
2256,173351
2257,194005
2258,173747
2259,170180
2260,156417
2261,199597
2262,219506
2263,337631
2264,489726
2265,175246
2266,271001
2267,384888
2268,358880
2269,170610
2270,177524
2271,243684
2272,201280
2273,167706
2274,172851
2275,181651
2276,193752
2277,184031
2278,159924
2279,117697
2280,112741
2281,163278
2282,172535
2283,94408
2284,114288
2285,153258
2286,128436
2287,319868
2288,286521
2289,369969
2290,395451
2291,313624
2292,408123
2293,464236
2294,377698
2295,485422
2296,313381
2297,304722
2298,325328
2299,374076
2300,325939
2301,251219
2302,241004
2303,257723
2304,254956
2305,163825
2306,164156
2307,170380
2308,237113
2309,265479
2310,234905
2311,193096
2312,176861
2313,172311
2314,172311
2315,172234
2316,173131
2317,169404
2318,171503
2319,176630
2320,178115
2321,239486
2322,170623
2323,179236
2324,158619
2325,219367
2326,160843
2327,204650
2328,214326
2329,173739
2330,171663
2331,343892
2332,374065
2333,322862
2334,255993
2335,268975
2336,333746
2337,205804
2338,263199
2339,239435
2340,387077
2341,209278
2342,244955
2343,213581
2344,223225
2345,256439
2346,236503
2347,198056
2348,238897
2349,157958
2350,260164
2351,243207
2352,258523
2353,207364
2354,129874
2355,156367
2356,147600
2357,204716
2358,175600
2359,114230
2360,117563
2361,140036
2362,284245
2363,141488
2364,152983
2365,226292
2366,202343
2367,227190
2368,195410
2369,236644
2370,165010
2371,167058
2372,198567
2373,282141
2374,331267
2375,240205
2376,298395
2377,439716
2378,141718
2379,210085
2380,146654
2381,165446
2382,190368
2383,209622
2384,229446
2385,154285
2386,140209
2387,134079
2388,138987
2389,133366
2390,142773
2391,139205
2392,116864
2393,176501
2394,147468
2395,196420
2396,154136
2397,205345
2398,119781
2399,89486
2400,85546
2401,116160
2402,141013
2403,148410
2404,146505
2405,158012
2406,133732
2407,127044
2408,135287
2409,140831
2410,170965
2411,126388
2412,154577
2413,138563
2414,137380
2415,148872
2416,132445
2417,126331
2418,118452
2419,137693
2420,130029
2421,152464
2422,121139
2423,144793
2424,144269
2425,198908
2426,133454
2427,134276
2428,164595
2429,118844
2430,132027
2431,134433
2432,130535
2433,139413
2434,141697
2435,146841
2436,102369
2437,116215
2438,126787
2439,118959
2440,127713
2441,122164
2442,107692
2443,126847
2444,116062
2445,100225
2446,147536
2447,228412
2448,149355
2449,113793
2450,167900
2451,116288
2452,231617
2453,102199
2454,131063
2455,117043
2456,151373
2457,115708
2458,109078
2459,115819
2460,153118
2461,115739
2462,132032
2463,120143
2464,200774
2465,129259
2466,122535
2467,148197
2468,105502
2469,114138
2470,202233
2471,218103
2472,204332
2473,127034
2474,130570
2475,234193
2476,117802
2477,133490
2478,168177
2479,131160
2480,130603
2481,127888
2482,134226
2483,118843
2484,119185
2485,119544
2486,147998
2487,192440
2488,138648
2489,161757
2490,144915
2491,113939
2492,173111
2493,145881
2494,176046
2495,134946
2496,223248
2497,155749
2498,119928
2499,99690
2500,124532
2501,146211
2502,157649
2503,120744
2504,190640
2505,202725
2506,261230
2507,332905
2508,260718
2509,236230
2510,240595
2511,179436
2512,212217
2513,221904
2514,251429
2515,147089
2516,141554
2517,125971
2518,142355
2519,227804
2520,212065
2521,187067
2522,212844
2523,142570
2524,138019
2525,141493
2526,139444
2527,118319
2528,123568
2529,135478
2530,108979
2531,243009
2532,225658
2533,202819
2534,243323
2535,313211
2536,236497
2537,252782
2538,190817
2539,186547
2540,165084
2541,178193
2542,151193
2543,132641
2544,133005
2545,125180
2546,145436
2547,137043
2548,166017
2549,150300
2550,639272
2551,133574
2552,116215
2553,126294
2554,142578
2555,102643
2556,115752
2557,125611
2558,187623
2559,142501
2560,118541
2561,122015
2562,124415
2563,136431
2564,171637
2565,136321
2566,137192
2567,132731
2568,195569
2569,193859
2570,112546
2571,164022
2572,201960
2573,246065
2574,322521
2575,127032
2576,135592
2577,166838
2578,106225
2579,86684
2580,150846
2581,131444
2582,120513
2583,305585
2584,168086
2585,152566
2586,211150
2587,213305
2588,150661
2589,146726
2590,210752
2591,221018
2592,215116
2593,247509
2594,178039
2595,213610
2596,348305
2597,170694
2598,258216
2599,334560
2600,187250
2601,119276
2602,89389
2603,92799
2604,88629
2605,84543
2606,141858
2607,173076
2608,184680
2609,156961
2610,118031
2611,184616
2612,149152
2613,130025
2614,124670
2615,167337
2616,138651
2617,180310
2618,180768
2619,222816
2620,177151
2621,177295
2622,173975
2623,263537
2624,254480
2625,350737
2626,163627
2627,193264
2628,411875
2629,506185
2630,327536
2631,450353
2632,407760
2633,292499
2634,408663
2635,148293
2636,204633
2637,177136
2638,243703
2639,175477
2640,155056
2641,112357
2642,184270
2643,105276
2644,123039
2645,96439
2646,93954
2647,97145
2648,146332
2649,137429
2650,149518
2651,158647
2652,442432
2653,267112
2654,254406
2655,377766
2656,314795
2657,321423
2658,282764
2659,307816
2660,318922
2661,348083
2662,342429
2663,278740
2664,263377
2665,298787
2666,272479
2667,171031
2668,174847
2669,164206
2670,297158
2671,175358
2672,172530
2673,203965
2674,207702
2675,157866
2676,179692
2677,186232
2678,245989
2679,275513
2680,299526
2681,368929
2682,331535
2683,502153
2684,302914
2685,323976
2686,261687
2687,331031
2688,237921
2689,230673
2690,488911
2691,175256
2692,137311
2693,208384
2694,139384
2695,178042
2696,178857
2697,173437
2698,184724
2699,177366
2700,168564
2701,133071
2702,124739
2703,165992
2704,146349
2705,133015
2706,119024
2707,121218
2708,136929
2709,120898
2710,130393
2711,285776
2712,352340
2713,159218
2714,147625
2715,166378
2716,147932
2717,161684
2718,241260
2719,158051
2720,187944
2721,142058
2722,154090
2723,145558
2724,129422
2725,133999
2726,142575
2727,157308
2728,163916
2729,150746
2730,143111
2731,128707
2732,122451
2733,161206
2734,141600
2735,145110
2736,135369
2737,125091
2738,149011
2739,162492
2740,128588
2741,145639
2742,155857
2743,149218
2744,152916
2745,136046
2746,135576
2747,161717
2748,138057
2749,130353
2750,131711
2751,131062
2752,242219
2753,152049
2754,226054
2755,123352
2756,98745
2757,98832
2758,82380
2759,168650
2760,151012
2761,149401
2762,155156
2763,183088
2764,165247
2765,265408
2766,150303
2767,120531
2768,140400
2769,138290
2770,164543
2771,121629
2772,125488
2773,166971
2774,141346
2775,135590
2776,162448
2777,170361
2778,118496
2779,148118
2780,125930
2781,113001
2782,101062
2783,107587
2784,135176
2785,145558
2786,84942
2787,121864
2788,107782
2789,232163
2790,101992
2791,119914
2792,111609
2793,158247
2794,108950
2795,103658
2796,112646
2797,217261
2798,143372
2799,111310
2800,90999
2801,122084
2802,140334
2803,184105
2804,170311
2805,111078
2806,107395
2807,154317
2808,144106
2809,127850
2810,134492
2811,147967
2812,144079
2813,161421
2814,160775
2815,117235
2816,250616
2817,128472
2818,130360
2819,155988
2820,141940
2821,114728
2822,195138
2823,240944
2824,167489
2825,149968
2826,129655
2827,153858
2828,201423
2829,171606
2830,233770
2831,192337
2832,202556
2833,256309
2834,216212
2835,217084
2836,198355
2837,172930
2838,137700
2839,173489
2840,208809
2841,195844
2842,221894
2843,144088
2844,171921
2845,121920
2846,206828
2847,190104
2848,210728
2849,214046
2850,313253
2851,244779
2852,227849
2853,229260
2854,141988
2855,212270
2856,208653
2857,194203
2858,194815
2859,148175
2860,132302
2861,151054
2862,200301
2863,115440
2864,259020
2865,139282
2866,150830
2867,89327
2868,131371
2869,136686
2870,176067
2871,129317
2872,78717
2873,119423
2874,152632
2875,133899
2876,150760
2877,133477
2878,169725
2879,147445
2880,117801
2881,155923
2882,155581
2883,180788
2884,187114
2885,179790
2886,212296
2887,116650
2888,128885
2889,82198
2890,87689
2891,145332
2892,85514
2893,121936
2894,85302
2895,331828
2896,316076
2897,196894
2898,165751
2899,235423
2900,166394
2901,215914
2902,176088
2903,334879
2904,355938
2905,156667
2906,204193
2907,112600
2908,123317
2909,144942
2910,88287
2911,89314
2912,148394
2913,92319
2914,82210
2915,81898
2916,88905
2917,151146
2918,106778
2919,229974
